ACM DBLP
2300 23584
1903 8064
10315 18468
10965 1010
42064 12519
29626 586
19526 22043
33740 5290
15102 9590
23335 49544
31393 28367
3177 5816
21290 12246
28495 46876
27403 43543
1388 2747
22739 12021
4813 25929
31130 28908
42305 44818
31651 42388
19184 34996
18043 18955
746 10588
19307 33364
40154 13968
34534 15791
42212 42112
3064 16075
10554 37041
17003 23198
20807 20971
6309 144
14793 38111
16542 7462
21009 18877
19414 12544
6338 2647
11022 25553
12697 22015
18486 393
18551 14512
5611 44192
31086 25008
40262 2640
10660 40637
29771 39670
38124 20253
40152 29753
30464 44326
17599 115
21184 10451
3284 7048
26398 22386
3646 14187
9782 5776
29729 34439
9226 11929
1235 35499
2181 18646
36355 37590
39007 12486
7217 21810
18778 32414
22358 45596
23381 4491
27326 6257
30577 13192
41100 6431
40842 43082
19504 15703
1623 7608
24336 30209
5760 31944
33221 36512
3235 17723
30893 51038
19401 35140
13603 32842
20186 39271
14935 4734
214 28902
39801 50615
14488 34386
28260 31618
23439 13914
23600 41536
19680 35808
9447 20877
8185 18953
2669 10210
36207 21464
19338 10790
10523 26470
26836 26687
18880 25153
11369 8675
18308 24996
819 8561
3747 26224
10139 48204
12574 7679
12082 12885
22039 42613
20270 10952
38567 46698
24349 7438
35816 48062
28554 47468
33328 772
2902 28507
7106 8323
20831 11290
1904 13009
15278 8236
13017 42222
21094 39260
1629 44277
13328 32013
18127 27916
9097 48591
817 32535
6629 20218
21843 13628
862 4632
4914 8783
13608 2182
13875 27775
34855 12859
12607 7959
10086 36501
24109 21616
12033 38412
33238 44034
23840 9442
14968 27295
11489 11766
17311 16401
34888 23396
4464 22499
9693 21146
25906 24943
15054 38286
21972 4882
36750 50927
35786 27831
21278 51216
25456 42763
21314 4896
7895 30781
23649 32579
10377 36376
12598 10937
25310 40361
16921 3578
37379 48569
21688 11499
5056 13339
39919 5032
37679 30559
18581 39982
3679 2296
16450 24186
14554 11313
12718 39008
19888 2212
22287 24475
17124 16656
8113 18665
2713 6240
25092 28418
12475 22110
16917 46576
19961 29937
30487 47899
3651 21685
34279 19727
16931 37923
23516 27137
24472 30073
42370 5762
15063 13924
32483 27072
26933 22160
17959 5713
27757 26449
21041 24391
4703 32174
27974 2288
21819 25926
25354 48496
7199 10282
28424 21819
17147 31164
20092 46369
10831 14308
27736 41790
2384 2775
41837 23919
29376 8424
35860 44840
41663 43703
26088 16628
15815 41621
20075 24904
10059 21066
11561 16521
26317 27442
11057 1867
28866 26567
15932 36121
9972 51119
26746 29728
22073 45739
3868 11111
11477 14815
14797 49321
7024 9117
33742 48951
3592 32552
40889 35939
32529 23379
27910 5422
19183 23325
34264 2071
38079 41130
12154 13815
29087 22358
25482 32488
16205 8638
4814 29430
30781 45279
24827 6731
3922 49346
39991 18561
8100 33879
850 230
24170 11843
169 25618
11747 11142
21428 31551
25830 46585
25184 14505
31225 46424
2118 22736
16714 26829
37062 46861
19840 34013
3259 6658
29424 20543
26667 26265
14800 11420
7755 5566
9929 11154
40413 46814
14908 28476
34954 37445
12578 20172
8926 5026
32130 30508
21516 49871
17785 51572
12232 26670
2160 18513
15536 17989
5368 22913
25114 31526
34643 50348
26492 18970
20153 10196
9888 5075
17692 34501
19977 8037
41847 49318
32266 30131
41971 22162
39686 39428
18740 6042
30666 12067
21803 7821
34767 11017
377 2810
40357 25557
6648 3576
41115 15531
17480 39628
10638 8059
1980 48651
7196 2886
42801 28093
2367 20933
15331 26649
33901 22323
8411 28603
6887 2713
9233 2374
22043 43942
28218 15387
27691 17663
35687 11472
22736 1913
23115 7533
380 2447
21627 25766
3791 38445
14102 6467
25793 18086
32695 31439
35482 14247
19399 31857
19222 8552
5507 36364
9786 11211
32926 23710
31170 37663
6575 743
4611 27140
30142 36846
3573 25756
41456 18344
36574 39213
26222 45890
9496 5027
24974 44579
20145 43480
24628 46423
37525 21127
21574 32975
10798 35630
7826 6041
9609 4500
13806 16782
13259 36048
32774 25920
13015 40168
20632 42433
36643 43309
22784 48491
19868 3997
1067 13816
15056 45017
4579 13856
11735 39657
19178 44198
21303 47261
927 5322
39996 39274
13986 38829
34349 25770
793 36444
14371 23070
35313 42260
39917 12073
26242 19155
16978 6857
13833 11391
20354 42269
42643 855
18474 46154
19926 15102
15772 25889
5892 21739
41523 1587
32207 49778
36189 20756
13279 15843
23411 3784
907 30881
26063 36657
8182 5736
20486 16397
18468 3153
22230 42114
28160 38383
16773 38492
40296 14192
3196 37522
10895 20052
19201 17459
19346 45469
29651 32790
38055 49591
35157 41195
6680 42145
36769 6879
17746 23533
27959 11573
41954 13049
35491 38223
14438 11698
35406 35159
16237 10818
15134 36406
24985 7818
18315 25003
30198 17829
19465 27855
25479 19388
19614 34873
42995 34802
28762 11608
16952 36996
32768 32620
36315 43693
15760 7125
1537 4642
30790 15297
17873 49201
39139 17096
27883 33173
33493 44555
37783 49185
15160 5370
11953 16149
16597 3255
17681 689
27708 23908
30130 19510
24032 36409
29360 15403
2719 10920
32067 24190
19327 10428
6204 14567
2689 19920
34476 9837
32818 31851
28902 8540
12518 22362
39940 17595
30823 15010
16525 18113
22196 42419
20449 7751
11024 21400
10361 19834
33115 2678
33058 12794
17102 40042
14555 11314
12610 22450
26311 35265
34513 39870
4494 44922
24467 13283
14089 47652
8633 18394
22788 5779
13070 40598
26515 17233
2587 39348
3746 23239
27787 20663
28105 42008
24826 42086
16049 40973
27946 37898
38701 33296
4431 7455
35564 11417
29478 35680
40954 34033
15429 1410
4260 12598
19019 20919
9554 13233
17108 5373
4841 7007
11632 26901
28579 29325
41576 38179
27842 39919
15493 17303
8173 21203
27701 41125
9842 33968
1304 40581
12781 24838
16163 11332
2877 41946
4308 11325
38524 9497
10569 42951
32453 22922
5031 12838
18718 26777
16077 3184
24145 51076
42587 50162
14979 38812
19077 26138
35363 50782
10728 15701
27382 33476
36538 34840
40982 26082
30861 36452
6933 11039
34036 4429
3813 11953
42061 17157
5713 13050
39797 10269
34084 31176
20969 8488
14423 31915
11276 31580
19876 1209
7230 5757
12199 3109
7242 15613
7391 49
15786 33490
4452 4523
7946 21356
21408 2921
481 8338
16770 6283
5822 29829
12977 12467
31551 38785
42585 25358
15152 17820
33763 27804
22430 28339
18863 13810
37704 28717
23898 12494
29954 35626
40242 45526
34851 40260
16967 51048
3532 4465
35190 49303
7249 15890
42057 29404
1131 24366
24708 34463
32293 19852
30699 7601
466 2691
10033 45366
32006 50827
26465 10753
19632 34109
40956 34035
3854 13656
41966 11285
32762 24557
10384 1258
25190 33229
9922 14327
3717 1070
41065 36759
40192 28307
7156 6771
14850 27209
14689 44061
41741 26328
17234 7075
29852 15542
13764 11634
37651 18446
6137 13565
11815 34402
40583 18892
1535 3093
25438 1772
24924 42930
24965 39133
23995 14787
18647 16131
7077 44176
42187 43180
25518 51415
31830 49169
14722 16777
9054 1926
22202 26580
20008 6233
15052 15787
21247 27600
3184 16523
11858 30281
22038 40786
40517 50590
32464 42551
38197 45124
42304 44817
7993 11011
32258 20596
5534 2514
2945 16692
21219 35627
36650 10908
15146 42934
8853 41541
2722 10255
42549 25998
35547 30511
2942 32824
10344 14155
37068 2930
8027 51427
18904 3867
19708 33374
4478 5766
13044 22302
38284 5536
12368 18739
37137 49844
41553 30624
41902 32885
12561 50443
24795 32665
8406 12116
2138 11196
16036 29198
36039 9444
22290 36283
22923 34835
322 18360
31016 51366
11644 14534
2948 5006
40682 40127
19423 1206
7247 6228
14795 28361
12678 44588
15194 35467
4698 26902
15834 12482
11004 5677
14992 27938
27654 30833
1160 14874
24977 27075
33598 15284
16679 23906
34960 5546
9927 39272
30618 24396
20815 49302
11 35652
5399 23365
23007 20802
39172 49728
2556 10322
27474 32548
23613 16232
1251 2054
28299 31920
30366 21076
32562 24076
34804 35481
12516 22357
31908 33853
17186 17548
29308 29342
27354 7320
34821 43662
22102 28989
35787 12176
31397 29969
42310 21853
40915 5780
20863 17688
23967 23522
4197 14994
33069 40416
32020 3801
41689 31831
3696 47134
14788 7026
34287 41750
35104 32745
33564 21026
14194 19708
18240 24255
10833 13125
18461 42946
29073 24471
5566 20927
24153 16212
4830 21876
22078 6218
451 44938
33525 22263
8284 5522
12258 23458
6235 45733
10529 50369
22297 50635
37843 40713
17742 46321
11394 7562
1058 4453
35703 33434
33966 12167
34163 40016
3624 10617
12193 36662
32459 16263
35618 39410
39064 16470
40817 40913
2117 43701
39822 26633
38899 36817
7367 7713
36800 12078
26690 29755
721 325
9623 798
24151 5977
18836 43428
28200 10149
26479 29731
12514 28225
1398 1678
26773 21972
10708 15765
34176 20989
39687 5661
28368 21716
34253 29263
25261 17539
25875 22325
26988 8819
37866 40969
13720 23069
22276 43840
39846 1677
12501 22278
2830 37574
19532 40163
14442 852
21194 35896
18818 2008
14913 5148
16793 10665
5494 14488
10957 13459
2036 44749
36076 37617
15275 12342
12105 31740
10142 1895
22395 36891
22436 12220
33383 50979
2957 42184
14550 32860
27932 50060
38494 13472
38599 8446
9079 4393
9432 14088
41313 47783
29291 9368
36560 48212
4811 24342
33294 22314
32197 49180
31049 21276
37303 23380
12572 19050
1447 6326
38114 37921
18065 4446
15768 35754
24221 38227
11593 20491
39107 3631
25501 32512
11339 2408
11383 17971
37677 23134
25473 17396
5187 29649
2363 40638
1271 41552
39131 24170
8971 43105
16723 37801
3961 29787
36489 24411
37219 32475
8384 2987
33709 41860
8622 9293
39391 38390
18171 3055
18120 41073
16501 37320
29480 13389
32906 22783
22387 14576
12623 1309
38385 13076
3171 30498
10537 12365
11346 1977
32073 26273
11803 26768
12665 50474
34656 51296
42449 18138
19480 25677
21826 45450
1625 11626
15397 28248
7293 6158
1507 18829
22844 29647
33807 11407
27472 4846
39530 41929
27716 25679
38234 20774
10342 17621
22099 35246
39399 21023
25749 15872
8913 17709
35829 31548
13639 26418
23691 11317
248 25828
23903 41579
2937 373
37324 27350
5180 21448
38762 1615
11646 9606
26382 24738
27293 33685
21602 17503
36672 21438
4395 23612
27246 42926
25673 23084
36381 37899
11666 46404
11255 1379
24100 17332
6273 6724
22513 836
2280 378
24976 9268
7795 30342
16255 32017
36108 12687
36660 33174
12985 38498
5823 29827
3001 27568
15157 48505
39347 14082
17562 43932
33005 48272
656 17523
24679 21671
29406 41543
17638 31907
6954 11742
14517 25085
32734 18314
3237 2961
27964 4895
5629 24971
20357 16387
36150 18362
38299 24277
27336 33197
6782 6195
25011 17970
42111 32971
32444 45609
39728 25237
22491 8157
9230 26439
31001 15064
16904 807
28322 49233
2417 19863
15671 23598
35078 32818
13670 44726
4418 28941
19951 38983
18992 11362
22555 4703
39800 10272
17803 41349
8501 44427
35712 48749
25839 29593
26084 5137
36665 33179
3648 48958
7297 44365
41542 24590
4699 14498
32983 36947
32918 36302
21315 34573
2289 38996
38451 11831
38977 12520
16252 1973
3094 44995
956 799
16971 39754
487 26625
12341 11991
5124 17429
11838 19105
36346 30398
11462 12615
12096 19059
9121 25137
27186 25533
42022 21828
23258 33794
37925 28677
4234 29719
18504 18539
36741 49738
5900 14613
28537 18320
16027 29189
28176 41388
8515 22260
9827 16894
14665 17378
16683 35493
27676 41800
35214 29997
42221 35458
25166 50694
41016 51161
39146 31893
19928 43672
8999 933
16853 39459
9945 24312
6027 4919
10966 4171
39005 43508
15449 30119
31882 35837
38196 20954
5398 6640
26663 31427
14249 15089
9396 6921
3023 15141
34112 18077
7499 7792
35804 3814
29951 37173
27047 11000
4030 8477
1351 23004
20544 38737
24966 39134
22134 51008
22023 23981
25044 49994
2489 2262
38221 7082
21623 39399
3874 22979
14584 8387
42189 10714
37834 40698
21778 25971
21809 31339
4733 12994
39671 6387
16305 4184
33271 33372
1357 18
7126 13224
13668 38449
5993 6082
18019 10375
18427 38893
25484 34027
38210 9518
10832 1140
5590 33569
4710 19627
1709 15108
2135 14191
4017 34660
5360 31756
17081 39177
1255 10386
9336 2466
15623 32142
24538 27145
21475 5028
35442 9253
36533 29651
23546 12865
16744 31795
24702 4351
30845 16324
35399 21710
29409 29436
41738 18088
33234 42307
20868 25726
5143 6478
3161 33449
1944 1405
9416 12775
24704 4353
33131 11047
10221 33283
28680 48577
25346 38054
32532 27875
17112 26454
40230 19504
2867 5187
3542 307
841 21514
29571 50570
35032 37260
27697 48584
11615 19405
30562 49805
32070 24193
3197 10717
28337 49224
14452 41430
29208 40319
39971 16903
11186 50722
25474 9450
8878 10151
9053 8492
25841 47889
18444 31137
22263 36488
10632 36689
21619 15227
28987 9944
15073 14138
12507 36301
23943 23317
35080 7804
16635 7386
41899 44162
12109 33028
30651 42625
13690 14550
4954 21769
33797 12085
1267 41548
22618 22862
39019 39938
17489 30674
20772 15996
1745 2165
32014 44256
17113 26455
21670 18337
3317 4677
19340 44333
6010 30252
33613 49598
5939 19107
453 27352
35107 501
42290 40028
33355 33898
12615 41782
26834 33301
36610 48101
3123 21049
36598 29176
41197 33039
2245 14456
24610 27746
14828 30541
24388 6810
4341 37454
19750 9881
8208 20928
27447 38684
18448 13259
30554 36716
37295 26591
18378 35213
18540 37123
6066 26726
27661 34569
42027 3363
32966 40388
18360 15253
10850 23709
13214 38608
7277 23419
29582 28694
12819 18348
27803 12964
33008 41054
9415 12774
29264 40548
37076 11116
33354 40689
13480 35347
37407 21949
29021 15328
40229 19786
30557 44841
27335 21062
31303 44760
7696 20239
3186 32395
8431 32643
1063 33508
9144 12212
40094 18492
42160 36353
7634 2583
7301 2050
15794 44482
34462 27232
105 5236
19536 35974
19373 728
24030 23119
15912 18356
25038 10223
11517 9928
41579 31100
4587 13072
14048 37939
29462 18465
22667 35224
3551 11545
23589 35790
1032 745
27931 50059
21909 43436
42856 17597
12712 22455
33905 25975
32713 20987
26966 43823
22079 6219
40372 24566
7766 43929
34627 4309
33173 16070
23879 50281
449 3659
39762 32582
33572 30380
18921 39138
3244 9273
18523 17771
33195 33274
16671 5016
3056 1987
25635 45152
13800 39728
26704 27298
731 31521
16611 36314
13456 18627
19845 28098
5106 614
1448 16890
17589 19230
21155 17808
8234 47361
12914 8075
26220 46889
34486 25838
21904 14562
36966 49323
7825 23704
14904 18365
7204 11007
25405 17748
38750 10137
9102 12613
26463 27257
39022 22625
24770 24927
518 567
8577 40827
9122 7128
36170 18010
36265 9234
16500 28090
15850 19940
9137 7535
11029 30123
15967 36429
26464 27258
20077 35153
26618 18870
349 41261
15305 46357
29804 36840
18666 19894
14824 2389
42484 37136
42732 27630
28799 35494
14469 41399
36980 44018
25284 37847
21152 17806
2287 4208
17578 14755
41441 12452
25089 42665
17729 3569
3938 3597
29474 19917
23695 31812
34772 21585
34060 20517
20731 45246
41287 24935
35243 20416
24445 6954
37345 20374
9077 3108
4855 14996
23566 23589
12543 2377
1617 17297
31002 6153
39775 23285
3799 4898
1594 12225
13944 6001
25845 14790
24637 34714
40709 15710
10875 35442
37150 31614
12650 17552
12438 40167
34136 50720
37472 51111
28286 39045
38093 35274
3241 39571
29810 37302
1336 48411
42658 18744
35590 41142
11173 17074
3455 48967
6721 14705
11840 4043
25821 15428
18979 12895
31677 34479
20760 15487
4815 34240
1021 33766
34057 4265
25201 11351
31902 50288
14864 47839
1887 744
34125 44874
11928 9717
21883 1369
11020 46531
16414 34915
5461 34519
693 10822
19213 21836
26081 38806
28110 42740
11248 14389
32470 3413
3058 18751
11386 34473
4376 16884
36938 3946
24405 28363
31978 6852
40920 33277
35898 6890
27422 48579
26575 28879
16980 22475
19016 22066
3534 6444
2025 11685
8856 20497
19613 25502
35604 16371
5356 30389
15918 19353
41409 45199
19071 12985
25979 42245
11316 2116
5498 22267
40283 4764
37993 46597
39595 37236
14480 8706
15179 2911
26535 26430
25708 29514
27357 27628
13569 12237
24303 10555
4121 14231
100 41416
32262 21651
20126 32430
42196 28108
1318 16276
21779 25588
34151 7427
10281 39284
32963 372
36488 23477
40899 2653
11441 7619
4571 14236
34148 15156
10202 4007
2329 4025
7117 14900
23843 22858
34127 14195
42322 11505
11317 1653
40233 17082
41856 9021
19738 8894
6264 44654
28561 6808
24759 50977
30665 17498
21719 29138
19069 30067
10045 3457
11326 19928
32601 18481
41603 33759
1706 11253
34318 33377
5581 40694
21861 48081
19451 42437
11628 31221
20346 9998
20399 37314
23924 41740
32638 28957
15012 11833
22098 48736
22881 3085
22174 43999
20398 49156
8828 17699
22413 41997
38823 41361
10490 18635
20029 27930
34784 7891
23533 50659
21700 17220
1701 16626
42702 38204
3957 18641
7802 26408
27704 46675
35329 45798
30569 5551
1757 18120
37488 13080
332 39974
40738 6742
4439 8184
18195 11415
24127 9308
18365 2029
21406 2919
9272 19743
23075 12726
20880 5262
35430 12429
39811 19008
21491 7226
11231 11218
7073 27906
1678 3073
32169 31214
36545 1890
21724 28008
30183 17004
9209 23457
9356 29707
23831 19100
29107 35099
31388 6230
31451 41819
42648 14045
13446 33303
20201 18015
40505 38642
35956 13950
24598 29071
11542 415
22257 5374
23934 14596
10351 37162
22811 43569
3754 7065
6714 20897
21727 19725
23015 13919
24512 32640
22087 27732
19978 4038
21335 3522
31165 174
31099 47156
41309 48692
38283 5535
10421 38329
8327 270
3386 29931
7684 29166
4 39193
10089 474
8943 24026
29763 22436
5650 4827
8762 30537
25605 50343
17292 19879
12266 32240
31240 30086
32533 23632
2605 4988
31857 4350
13622 23071
7250 15892
4210 39638
17084 31496
1042 19539
14355 15945
16850 27737
3032 17254
34090 8720
40974 14599
24929 45549
18950 37227
27280 36201
27970 51654
13722 28413
38455 44297
39287 21307
37326 13847
8142 42699
9988 12892
32402 40374
39588 20283
41201 11397
18207 34447
30225 43029
9101 21948
17784 51571
40907 18576
14569 19665
24222 2850
25607 9786
2674 15827
16112 1340
10780 19950
40273 19751
34754 465
2627 412
33806 50932
22397 33757
7734 5609
10145 12500
42868 34538
16938 41153
9879 26032
30649 40631
14185 268
2852 8554
14248 5479
38740 22620
37112 25541
39452 47689
22339 452
9940 24
7223 2279
11797 15151
39506 47487
28474 43789
26837 26688
28887 38661
6185 34876
36739 25409
10329 4320
26498 5697
39492 33826
29275 29448
17884 19512
16488 23811
27578 23062
19358 41996
35813 49959
42756 30698
41158 29351
20330 19342
33851 48018
7063 24852
34469 17010
16868 21427
33513 26919
25787 41711
5659 402
25651 9438
39440 33072
9372 24882
5710 19090
14473 41402
37317 33528
12150 28947
8405 25921
5824 24236
31514 50883
7174 15863
13596 19642
1214 15511
15003 24817
29978 1494
16167 881
2383 13230
32745 23953
30855 28079
2433 9113
22971 19422
40018 33529
3690 21309
38817 32930
10567 20938
36222 18361
25970 19244
5189 36134
10805 33479
16382 15581
40214 32599
21815 38578
42986 37851
29296 36921
2585 32432
28090 49656
27903 46243
40200 23416
25039 5775
694 45899
35980 3592
31184 48675
40527 14430
30178 46875
25861 20090
8410 28602
4966 24034
38811 14964
28678 48576
26572 26485
2795 31431
19177 5920
22055 50483
16852 45924
31024 40636
35387 26922
36726 29455
8150 39560
39997 39275
2831 20728
29212 30282
38753 10140
18530 17778
35874 37351
30282 11539
36199 48537
18488 925
28506 29067
21455 9238
13659 14986
26697 28734
15811 28983
20196 39751
33362 47325
26612 27092
25439 1773
19557 34807
24345 34230
15470 35345
16313 44090
11341 15960
1602 2062
20859 13915
12346 2484
23630 28219
18829 12208
35459 26381
11184 35434
26319 2752
39647 9493
1069 2114
39541 1179
3995 18928
14369 28030
28042 22246
3924 3697
4083 25751
27699 48586
30605 44298
18089 18335
976 32717
14296 35013
1146 8178
31665 24653
15009 39614
32976 38621
32011 12252
35025 18942
34823 20341
4806 50824
24311 17530
2853 1068
22081 21195
17593 50974
6406 13617
42518 6152
37920 22804
24819 25380
32615 36974
31477 26208
37086 33089
2259 40078
17173 27776
7840 34015
25863 36602
11492 39355
30095 7059
986 25294
37079 9243
28234 12806
33926 9700
12698 42490
21267 35857
2230 45403
22721 33504
19693 6018
37004 37778
10352 8003
343 8039
25977 45520
12659 50355
32333 47970
14396 25499
29891 3434
27150 32456
31550 10876
2331 2910
7583 19669
29012 39123
1895 22878
13574 24826
11049 50444
36411 22743
16096 16450
34093 28280
1276 38939
41266 18693
23293 9552
28958 12253
14847 27207
14974 8282
14770 32477
35008 38213
39808 37410
23539 42312
12108 9109
42266 21884
42318 38731
31589 28267
10205 18630
21933 47245
27088 32266
7975 11358
5858 16082
37478 48643
34087 20063
9491 1667
16238 3952
22497 44238
37627 40618
8528 40983
1570 16774
22566 17411
33017 1650
18839 20076
223 8422
35878 31850
28419 28383
11288 45770
14725 36127
35361 40363
28613 39558
39637 23591
31028 51621
33534 51190
22044 16386
13271 38398
32370 42978
32867 7104
787 29992
41433 20279
32175 29911
36852 38064
30771 2692
18708 7755
10211 15910
40855 30563
34680 19200
26610 8606
41349 45139
25513 51413
39926 26950
23841 46425
37510 49150
1843 5298
3595 9578
33540 26202
40064 8547
14929 32236
12745 1776
17359 21103
41798 16435
19033 27071
29178 34435
8608 44707
31114 22009
4769 44026
6307 13756
6196 29457
7401 45490
34595 39383
2064 661
9944 1631
23592 23916
22070 39645
30373 16964
10438 16044
3814 2011
24611 25716
3450 4001
24431 12945
18730 24043
38213 10796
36137 15982
40925 2699
3850 3850
40011 13875
36257 7223
5745 51573
11299 22248
41121 25318
23604 20473
34345 42349
4120 14230
3903 24680
40224 42023
27962 18826
6428 10016
37565 33107
8982 2360
31270 51403
4113 2277
3274 40331
35587 41564
27460 39402
33804 20996
26681 32689
3661 1519
36053 40221
18747 19094
28374 34974
10415 17631
18041 50831
41950 46085
20652 23578
37748 30655
21231 29891
10373 48003
745 1620
42458 25126
42380 42039
35756 18599
11869 6427
29563 12231
21776 25969
6155 25246
24050 7485
16259 42344
41857 9022
23327 26169
5000 363
6697 26435
18227 34895
18272 9528
2171 22040
38449 8806
2730 5207
19552 25026
27816 51082
5735 30256
16741 26199
10693 38752
27493 15194
30568 43817
8756 11582
22426 48405
16989 24800
3635 6006
9472 15851
9950 16016
42278 19753
663 5316
42655 38585
20089 3700
10208 40956
21143 47165
6580 37763
24053 51537
28984 14035
22021 39209
3944 4385
37609 45237
4425 4995
31284 9769
33348 45045
7228 38275
22266 36490
22765 28562
24352 13390
36788 24923
12483 10419
13881 29703
32821 36483
25296 34275
38714 42316
41564 32854
20922 5154
40366 5516
40864 42264
9179 22908
6638 1581
6997 44233
2247 21132
24609 23918
16725 50899
31329 5358
35076 45401
756 11836
2475 15768
24979 48633
34460 19099
22261 14987
14256 39418
23367 18822
35057 11327
37003 39363
22077 30460
12506 36300
12497 22274
20272 23608
27826 27848
10285 28824
13052 14313
2272 3647
33028 35130
19890 4466
9282 16306
26805 42597
28602 19895
14899 14387
41215 15398
3052 30527
17316 31594
11264 1732
38841 34210
16602 25524
40894 35640
31206 3490
9584 35025
37001 39361
4015 24885
3201 9112
19522 30581
27936 3487
5314 44615
40731 20138
21531 41197
33201 14395
12776 38860
35263 7625
31334 43505
14900 4619
25721 39653
30339 14398
2004 2877
21638 15456
24014 41998
5554 4367
31419 38816
41532 27113
32550 6793
14399 43594
6080 7912
304 3609
32254 35374
4261 51447
4960 5638
8248 10644
6345 14128
7166 8647
39067 35363
8850 22935
35186 30345
30148 35720
6968 42273
16548 3763
11399 49079
13907 26325
7504 32966
41888 35137
4214 47688
22047 3716
1893 20742
36179 34001
24564 49360
35201 47158
39387 3841
23220 26605
38321 6287
26722 3900
41993 32699
20295 28209
8520 35736
9166 19641
24640 36586
5748 3182
8133 20883
7799 14334
15743 37960
31573 19556
14280 47572
9974 21784
30417 41081
29060 35083
39561 46373
12984 38497
25618 49581
5764 50193
9368 30976
30269 33512
13627 32954
26569 33443
41075 28037
8094 37293
30043 45969
24255 35848
21372 47649
5497 15339
42592 30558
31892 37562
14912 12814
31487 49903
29094 42187
18683 11490
5640 8589
3531 6443
21082 27714
8816 6375
3003 3885
41743 45067
27733 28299
10054 40126
37590 45894
29110 41309
19757 11924
22975 18677
24656 41735
8456 576
27940 26677
28630 27485
27914 30789
19578 16012
19792 12491
31701 14113
2978 21193
16256 8262
2355 19490
20240 2759
4895 2221
16278 19737
19773 8192
35732 39928
33720 28986
19030 48301
5087 48250
6211 18779
249 25829
42143 43390
10429 36076
9165 703
13489 9570
18450 4270
2073 1891
13798 30063
10257 47473
16554 41584
17473 22240
24995 14203
30333 21402
7256 27639
38502 7238
19429 9337
16698 29376
21922 51591
35662 23045
41885 51314
12761 12863
21998 7733
40188 17730
34434 19910
14519 34010
40213 21724
1837 25285
18593 6272
25410 16146
15408 18332
16170 30052
5670 34390
23358 45442
7805 15959
37831 16005
40398 22506
30104 32000
9075 6224
28673 2858
39135 32823
24601 33926
10970 49673
24720 22750
19174 7528
18066 10737
36952 24160
22182 41593
28476 44050
113 1096
7014 6266
18619 7778
26390 40097
12392 6330
24715 48506
25771 11751
4755 15000
42208 20784
32759 28780
19611 31287
27278 14001
41501 46653
18245 45856
14902 6380
14095 8235
2776 9279
15224 26235
11337 2406
12950 28571
8570 48489
27144 24784
2724 5985
21579 21921
443 47110
14435 41837
3775 14413
22378 26744
24842 5250
22240 12541
41092 31954
16407 9148
17092 20636
36080 2061
16399 50965
32395 23845
9910 20773
16079 47362
25797 49700
33794 12879
23497 43343
19979 6797
16523 18111
8588 12942
30119 32765
8085 14094
14141 4282
11654 20536
20257 48902
3396 34524
8655 14921
8005 16950
23870 9854
8865 7917
32226 40900
8681 20510
40294 29639
4314 49761
41321 49876
22150 33632
649 90
8930 10625
42521 2931
1869 13831
35820 18540
24635 34712
14344 23988
5248 21487
3267 10354
22692 31925
3731 1903
32387 32318
41072 25626
3537 1922
14954 24758
30398 2531
29392 22885
25442 50673
14574 37328
8646 1042
36100 20642
15075 12755
6078 28510
25892 43063
37974 15473
28934 47547
38752 10139
13211 47071
40625 48323
42792 33681
29861 16833
13502 24942
4881 12402
7407 2929
2398 15676
28660 46337
5161 655
40969 44389
616 9893
31 16210
1680 1037
37965 47867
34272 37359
23337 19521
6148 51480
8160 8951
17983 3797
19100 16531
40383 2743
668 26564
27700 48587
5984 43243
30879 10728
23091 17658
35144 25855
37837 534
34283 41310
18926 10422
19314 24531
990 9697
29410 11939
40866 17740
18574 32234
41451 46689
10434 42353
40448 50561
23559 45625
25652 7945
31753 18578
523 2397
11384 34471
12511 28222
1795 6475
41709 9262
24613 45304
37078 7028
29527 32638
6970 31919
17344 18841
26629 19428
14924 35498
41333 33221
15017 2725
40344 2311
7224 2603
17215 47356
15228 38031
12239 584
22129 7477
22333 29816
36795 21593
20104 5061
8868 9542
27089 22664
5044 1805
33652 22825
18638 36944
3692 21311
8211 16639
17343 18840
1097 15516
8076 17437
30052 27767
39357 36008
38533 36115
31936 8297
16435 30068
39072 46322
18944 17342
25257 26989
16531 24130
11719 4386
37644 49427
7429 11936
2163 42809
37959 48788
39543 1181
4584 13070
32604 45479
23122 36561
1450 3019
36940 7145
27643 36325
18106 5120
13013 14684
24169 26025
12782 1312
1199 5910
9013 8726
25221 41295
37193 1758
35259 38263
11547 22494
11541 414
3100 3954
35530 13217
3407 1196
2145 473
19514 36874
17511 30194
18410 20514
34330 23848
37870 14799
8606 5599
2854 26056
31128 48452
31162 18149
12352 7732
13304 8027
12136 39201
6460 33137
4933 40245
38304 36638
8581 1547
13712 4308
41265 43463
36525 38922
18050 49568
17800 50868
2327 4930
4570 25447
31852 15097
22647 48987
25541 14754
3049 2190
25559 6710
651 33923
5199 9816
13648 36390
22662 10997
26570 14213
22547 19612
7660 7335
9733 50604
17965 47196
41812 35547
42184 43177
41289 48681
35523 25448
14939 12906
11090 14260
11673 11906
18075 14938
7941 45267
35768 44072
35720 21822
17071 31233
2386 29157
38273 25783
3253 8275
839 3990
9174 32999
7012 69
32551 6794
24693 43922
22306 32279
30484 47896
16406 9146
25782 43972
12754 20738
24993 12631
25887 7994
42375 46969
38812 32072
41650 22266
1298 11612
40462 9448
5737 1001
